 00Z 12 10 2017 , 2.73, 21.20
 12Z 12 10 2017 , 0.00, 19.65
 00Z 13 10 2017 , 0.00, 21.74
 12Z 13 10 2017 , 0.00, 18.91
 00Z 14 10 2017 , 0.00, 19.21
 12Z 14 10 2017 , 0.00, 17.10
 00Z 15 10 2017 , 0.00, 12.04
 12Z 15 10 2017 , 0.00, 12.90
 00Z 16 10 2017 , 0.00, 15.06
 12Z 16 10 2017 , 0.00, 12.93
 00Z 17 10 2017 , 0.00, 19.43
 12Z 17 10 2017 , 0.00, 23.83
 00Z 18 10 2017 , 0.66, 25.30
 12Z 18 10 2017 , 0.00, 21.15
 00Z 19 10 2017 , 0.00, 20.48
 12Z 19 10 2017 , 0.00, 20.19
 00Z 20 10 2017 , 46.60, 17.37
 12Z 20 10 2017 , 0.00, 14.90
 00Z 21 10 2017 , 0.00, 15.27
 12Z 21 10 2017 , 0.00, 16.03
 00Z 22 10 2017 , 0.00, 13.02
 12Z 22 10 2017 , 0.00, 11.83
 00Z 23 10 2017 , 0.00, 10.84
 12Z 23 10 2017 , 0.00, 7.98
 00Z 24 10 2017 , 0.00, 6.75
 12Z 24 10 2017 , 0.00, 10.69
 00Z 25 10 2017 , 0.00, 10.68
 12Z 25 10 2017 , 0.00, 11.50
 00Z 26 10 2017 , 0.00, 12.25
 12Z 26 10 2017 , 0.00, 10.07
 00Z 27 10 2017 , 0.00, 10.00
 12Z 27 10 2017 , 0.00, 9.87
 00Z 28 10 2017 , 0.00, 8.81
 12Z 28 10 2017 , 0.00, 12.58
 00Z 29 10 2017 , 0.00, 12.77
 12Z 29 10 2017 , 0.00, 11.80
 00Z 30 10 2017 , 0.00, 10.50
 12Z 30 10 2017 , 0.00, 15.06
 00Z 31 10 2017 , 42.92, 15.52
 12Z 31 10 2017 , 0.00, 13.09
