 30 07 2017 , 1952.00, 52.04
 31 07 2017 , 817.82, 42.15
 01 08 2017 , 50.02, 43.48
 02 08 2017 , 464.26, 47.69
 03 08 2017 , 1353.20, 47.99
 04 08 2017 , 833.28, 43.38
 05 08 2017 , 775.73, 36.60
 06 08 2017 , 22.45, 24.95
 07 08 2017 , 0.00, 21.65
 08 08 2017 , 0.00, 20.82
 09 08 2017 , 0.00, 29.69
 10 08 2017 , 134.81, 40.49
 11 08 2017 , 131.89, 39.90
 12 08 2017 , 1002.60, 44.95
 14 08 2017 , 700.50, 41.90
 15 08 2017 , 437.92, 28.99
 16 08 2017 , 0.00, 15.79
 17 08 2017 , 0.00, 19.76
 18 08 2017 , 0.00, 16.27
 20 08 2017 , 60.48, 34.51
 21 08 2017 , 109.26, 33.56
 22 08 2017 , 11.43, 32.15
 23 08 2017 , 902.96, 37.72
 24 08 2017 , 4.67, 30.31
 25 08 2017 , 78.65, 28.15
 26 08 2017 , 128.69, 34.32
 27 08 2017 , 67.77, 35.68
 28 08 2017 , 51.18, 25.79
 29 08 2017 , 21.23, 29.98
 30 08 2017 , 0.00, 32.43
 31 08 2017 , 0.00, 12.27
 01 09 2017 , 0.00, 15.42
 02 09 2017 , 1045.17, 31.12
 03 09 2017 , 459.45, 37.69
 04 09 2017 , 1008.99, 30.39
 05 09 2017 , 463.30, 30.60
 06 09 2017 , 0.00, 20.02
 07 09 2017 , 61.68, 23.26
 08 09 2017 , 117.92, 31.96
 09 09 2017 , 54.46, 40.74
 10 09 2017 , 369.58, 35.35
 11 09 2017 , 0.04, 27.10
 12 09 2017 , 58.60, 27.99
 13 09 2017 , 72.07, 27.58
 14 09 2017 , 564.21, 32.67
 15 09 2017 , 362.65, 26.41
 16 09 2017 , 680.73, 26.07
 17 09 2017 , 482.11, 23.88
 18 09 2017 , 0.00, 23.07
 19 09 2017 , 431.69, 23.87
 20 09 2017 , 270.30, 21.20
 21 09 2017 , 0.00, 22.51
 22 09 2017 , 0.00, 27.46
 23 09 2017 , 0.00, 25.33
 24 09 2017 , 0.00, 10.42
 25 09 2017 , 0.00, 8.85
 26 09 2017 , 0.00, 9.10
 27 09 2017 , 0.00, 12.02
 28 09 2017 , 0.00, 11.52
 29 09 2017 , 0.00, 21.26
 30 09 2017 , 0.00, 20.76
 01 10 2017 , 0.00, 11.60
 02 10 2017 , 0.00, 11.50
 04 10 2017 , 0.00, 23.42
 05 10 2017 , 0.00, 32.18
 06 10 2017 , 0.00, 28.28
 07 10 2017 , 0.00, 5.23
 08 10 2017 , 0.00, 4.49
 09 10 2017 , 0.00, 12.35
 10 10 2017 , 0.00, 11.80
 11 10 2017 , 0.00, 12.91
 12 10 2017 , 0.00, 19.65
 13 10 2017 , 0.00, 18.91
 14 10 2017 , 0.00, 17.10
 15 10 2017 , 0.00, 12.90
 16 10 2017 , 0.00, 12.93
 17 10 2017 , 0.00, 23.83
 18 10 2017 , 0.00, 21.15
 19 10 2017 , 0.00, 20.19
 20 10 2017 , 0.00, 14.90
 21 10 2017 , 0.00, 16.03
 22 10 2017 , 0.00, 11.83
 23 10 2017 , 0.00, 7.98
 24 10 2017 , 0.00, 10.69
 25 10 2017 , 0.00, 11.50
 26 10 2017 , 0.00, 10.07
 27 10 2017 , 0.00, 9.87
 28 10 2017 , 0.00, 12.58
 29 10 2017 , 0.00, 11.80
 30 10 2017 , 0.00, 15.06
 31 10 2017 , 0.00, 13.09
 01 11 2017 , 0.00, 21.61
 02 11 2017 , 0.00, 14.67
 03 11 2017 , 0.00, 16.88
 04 11 2017 , 0.00, 20.83
 05 11 2017 , 0.00, 23.86
 06 11 2017 , 0.00, 17.09
 07 11 2017 , 0.00, 24.26
 08 11 2017 , 44.88, 19.87
 09 11 2017 , 0.00, 18.66
 10 11 2017 , 0.00, 14.64
 11 11 2017 , 0.00, 14.83
 12 11 2017 , 0.00, 14.44
 13 11 2017 , 0.00, 13.51
 14 11 2017 , 0.00, 13.35
 15 11 2017 , 0.00, 10.42
 16 11 2017 , 0.00, 15.06
 17 11 2017 , 0.00, 11.99
 18 11 2017 , 0.00, 16.25
 19 11 2017 , 0.00, 8.55
 20 11 2017 , 0.00, 6.60
 21 11 2017 , 0.00, 13.27
 22 11 2017 , 0.00, 11.60
 23 11 2017 , 0.00, 7.93
 24 11 2017 , 0.00, 8.60
 25 11 2017 , 0.00, 11.81
 26 11 2017 , 0.00, 8.70
 27 11 2017 , 0.00, 8.25
 28 11 2017 , 0.00, 7.51
 29 11 2017 , 0.00, 9.82
 30 11 2017 , 0.00, 15.93
 01 12 2017 , 0.00, 17.33
 02 12 2017 , 0.00, 18.10
 03 12 2017 , 0.00, 17.93
 04 12 2017 , 0.00, 16.52
 05 12 2017 , 0.00, 19.76
 06 12 2017 , 0.00, 15.96
 07 12 2017 , 0.00, 7.68
 08 12 2017 , 0.00, 5.43
 09 12 2017 , 0.00, 6.11
 10 12 2017 , 0.00, 4.74
 11 12 2017 , 0.00, 6.02
 12 12 2017 , 0.00, 7.34
 13 12 2017 , 0.00, 11.41
 14 12 2017 , 0.00, 11.24
 15 12 2017 , 0.00, 7.08
 16 12 2017 , 0.00, 4.37
 17 12 2017 , 0.00, 13.34
 18 12 2017 , 0.00, 15.52
 19 12 2017 , 0.00, 13.14
 20 12 2017 , 0.00, 9.54
 21 12 2017 , 0.00, 9.69
 22 12 2017 , 0.00, 4.09
 23 12 2017 , 0.00, 8.06
 24 12 2017 , 0.00, 8.59
 25 12 2017 , 0.00, 8.58
 26 12 2017 , 0.00, 4.14
 27 12 2017 , 0.00, 11.10
 28 12 2017 , 0.00, 5.70
 29 12 2017 , 0.00, 4.86
 30 12 2017 , 0.00, 5.11
 31 12 2017 , 0.00, 8.41
